source,Assigned Topic,,source,content,Assigned Topic
newsmax,Economy,11691,newsmax,"President Joe Biden has pushed his ""buy American"" agenda, but he doesn't want to follow that policy when it comes to buying oil and gas produced in the United States because his administration is ""very beholden to the environmental left,"" Sen. James Lankford said Thursday on Newsmax.

""They're running the White House at this point,"" the Oklahoma Republican said on Newsmax's ""Wake Up America."" ""Their goal is to reduce energy production in the United States, knowing full well that we have to have that energy from somewhere, but they want to be able to stand up and crow and say the United States has reduced our carbon footprint.""

That comes while oil is bought from other places, including Russia, but to the environmentalists, the other countries can have a ""bad environmental score"" as long as a good score is achieved in the United States, and that is ""irrational,"" said Lankford.

""If you're going to talk about clean production, no one produces oil cleaner than the United States of America, so it's nonsensical policy,"" the senator added.

Lankford also commented on the Labor Department's report released Thursday showing the nation's inflation rate is now at 7.9% or the largest spike seen since 1982, pointing out that the inflation growth can't be blamed on the ongoing invasion of Ukraine.

""People need to remember, that's the inflation index going up before the war that happened in Ukraine,"" said Lankford. ""This is the Biden policies. This is what he put into place last March when everyone told him not to dump $2 trillion into a growing economy, when they did that, anyway. It causes inflation. Inflation feeds inflation. It's very hard to be able to stop and the American people are going to continue to suffer from this.""

It's also ""spin"" to blame the growing prices on gasoline and other goods on Russia or President Vladimir Putin, said Lankford. ""They're hoping everyone forgets the last year and how much prices rose all last year.""

He added: ""All the problems that we've had in the last year are based on their policies, and most Americans don't know because we don't track the inflation in other countries. Japan has not experienced this. South Korea hasn't, Australia hasn't, the U.K., Germany, all these other countries didn't experience inflation like we have. The difference was that Biden's policies that he put in place spurred this kind of inflation.""

Russia has warned that banning its oil could make prices reach $300 a barrel or more, and Lankford said if that happens, it would affect Europe most, as it depends on Russia for 38% of its energy needs.

Europe's countries are already talking about returning to former production systems, with Germany talking about reopening its coal-fired power plants and France speaking about a return to nuclear, said Lankford.

Meanwhile, it will be decades before the use of electric vehicles will be widely seen, Lankford said.

""We only have 2% of electrical vehicles on the road,"" he said. ""They're talking about doubling that number in the next 10 years. Well, great, that's 4%. That's not going to get us there.""

The senator on Thursday said he won't be endorsing any candidates to replace Sen. James Inhofe, after the 87-year-old Oklahoma Republican announced his retirement, but said he is proud of Inhofe for his service and that he's ""retiring with honor.""

Note: See Newsmax TV now carried in more than 100 million U.S. homes, on DirecTV Ch. 349, Dish Network Ch. 216, Xfinity Ch. 1115, Spectrum, U-verse Ch. 1220, FiOS Ch. 615, Frontier Ch. 115, Optimum Ch. 102, Cox cable, Suddenlink Ch. 102, Mediacom Ch. 277, AT&T TV Ch 349, FUBO and major OTT platforms like Roku, YouTube, Xumo, Pluto and most smart TV’s including Samsung+, Sony, LG, Vizio and more – Find All Systems that Carry Newsmax – Click Here",Economy
newsmax,Economy,13921,newsmax,"The Democrats thought their policies would make things better for America, but they're shocked that their plans haven't worked out, Rep. Pete Sessions said on Newsmax Saturday.

""It's like they don't even understand that big government, big government spending, and the policies that they advocate are ruining this country,"" the Texas Republican said on Newsmax's ""America Right Now."" ""What's even better for us is President (Joe) Biden cannot stand it that President (Donald) Trump's numbers were much, much larger and better.""

That's because under Trump, ""we had the highest number of people working,"" Sessions said. ""We had great gas prices at the pump that was half of what they are today. America was happy. The stock market was great; savings were great. But better than that, we had respect and authority in other countries ... now that has entirely changed.""

Meanwhile, the Democrats are ""making friends with inflation,"" Session said.

""For the longest time, (Treasury Secretary) Janet Yellen and all the Democrats have said this inflation is not going to stick, but the Treasury Department and the Fed keeps dumping $110 billion in the economy, which means that big government spending is still underway,"" the congressman said.

Sessions further on Saturday said congressional Republicans are wanting to hold the FBI and federal law enforcement accountable after the arrests of former Trump adviser Peter Navarro and other Republicans as the midterms near and the Jan. 6 Select Committee begins its televised hearings.

""Let's remember in January I presume that we will win back the majority, and it means that we will be able to call as witnesses these people that do need to answer the specific questions,"" Sessions said.

""They know that there are overusing heavy-handed tactics,"" he added. ""This is where the politicization of the Department of Justice has a lot to do with what people look at and see as fairness, and it is not fairness ... lots of people try and make sense of this and they ask me, 'Is it really this way?' And I have to tell them it really is that way. We are, well, the balance of not only what makes sense, but what's the proper role in the authority of government.""

NEWSMAX is the fastest-growing cable news channel in America!
• Find in over 100 million U.S. homes via cable/streaming – More Info Here
• Watch online – See It Here
• Download the FREE App on Your Smartphone to Watch Now!",Economy
newsmax,Economy,12347,newsmax,"Congress voted overwhelmingly Thursday to suspend normal trade relations with Russia and ban the importation of its oil, ratcheting up the U.S. response to Russia's invasion of Ukraine amid reports of atrocities.

House action came after the Senate approved the two bills with 100-0 votes. The measures now go to President Joe Biden to be signed into law.

Lawmakers overwhelmingly support the substance of the two bills, but they had languished for weeks in the Senate as lawmakers worked to hammer out the final details.

Biden has already taken executive action to ban Russian oil, liquefied natural gas and coal to the United States. The legislation puts the effort into law.

The bill to end normal trade relations with Russia paves the way for Biden to enact higher tariffs on various imports, such as certain steel and aluminum products, further weakening the Russian economy under President Vladimir Putin. It also ensures Belarus receives less favorable tariff treatment.

Rep. Richard Neal, D-Mass., said innocent Ukrainians were being slaughtered even as lawmakers were meeting.

“We have no time to waste and must immediately further punish Vladimir Putin,” Neal said. “What we have witnessed in Bucha over the course of the last 72 hours alone more than justifies the positions we have taken in the past and to be more assertive and aggressive going into the future.”

Senate Majority Leader Chuck Schumer, D-N.Y., announced late Wednesday a breakthrough in negotiations to bring the bills up for votes before lawmakers travel back to their home states and congressional districts for two weeks. Some lawmakers said that the failure to take final action on the bills was sending the wrong message to allies and to Russia.

“Now, I wish this could have happened sooner, but after weeks of talks with the other side, it’s important that we have found a path forward,” Schumer said.

Schumer said the images coming out of Ukraine as the war drags on “are pure, pure evil. Hundreds of civilians murdered in cold blood.”

“No nation whose military is committing war crimes deserves free trade status with the United States,” Schumer said moments before the vote.

While there was overwhelming support for suspending preferential trade treatment for Russia, Sen. Rand Paul, R-Ky., blocked speedy consideration of the bill over concerns that its language on who can be sanctioned for human rights abuses is too broad, leaving it ripe for abuse. A few other Republicans had voiced similar concerns.

Schumer opted to let senators work behind the scenes on language that lawmakers from both parties and the White House could accept, rather than chew up floor time to overcome the filibuster.

Sen. Ben Cardin, D-Md., said, practically speaking, the impact of the delay on the trade bill is minimal “because there’s virtually no trade right now coming in from Russia.” Still, he said passage of the bill is important.

“Messaging is important here and showing action is important,” Cardin said. “You’ve got the Ukrainians on the battlefield every day. The least we can do is get these bills passed.”

The bills also provides the president with the authority to return normal tariff treatment for Russia as well as resume trade in Russian energy products subject to certain conditions.

While Russian oil makes up only a small part of U.S. imports, it carries a high price for lawmakers in Congress who viewed the ban as a moral test in blocking an economic lifeline for Putin’s regime.

The House votes were not unanimous as they were in the Senate, but the no votes were scarce. The bill suspending Russia's preferential trade status passed by a vote of 420-3. The bill banning Russia energy imports passed by a vote of 413-9.

“America is unwavering in our commitment to the Ukrainian people, and the Congress will continue to hold Russia to account,"" said House Speaker Nancy Pelosi, D-Calif.

The White House says that sanctions the U.S. and more than 30 other nations have already enacted have stung the Russian economy. It said that experts are now predicting Russia’s GDP will contract up to 15% this year and that inflation is already spiking above 15%. More than 600 private sectors companies have already left the market.

“Russia will very likely lose its status as a major economy, and it will continue a long descent into economic, financial, and technological isolation,” the White House report said.",Economy
newsmax,Economy,11229,newsmax,"The United States is already suffering from record inflation, and if Russia invades Ukraine, that could cause ""a big problem"" moving forward, Rep. Glenn Grothman, R-Wis., warned Saturday on Newsmax.

""I think President [Joe] Biden is doing a horrible job in so many ways, and you'll get the new border numbers and you wonder what the degree is what he cares about the country at all,"" Grothman told ""The Count.""

Even without the Ukraine situation, ""inflation is going to get worse,"" Grothman added, but when the pressure on the nation's energy industry an invasion could bring, the national inflation rate will ""go up even more. No doubt about it.""

The congressman added he is concerned about some of Biden's nominees for the Federal Reserve, who he said will ""continue this green-first policy"" and, if they are approved, would result in energy prices continuing to climb.

Sen. Pat Toomey, R-Pa., the ranking member of the Senate Banking Committee, indicated this past week, Republicans could agree to pass four out of Biden's five nominees, but are not comfortable with former Fed board of governor's member Sarah Bloom Raskin, reports The Hill.

Meanwhile, Sen. Sherrod Brown, D-Ohio, has called to delay chamber votes on the nominees unless Republican lawmakers agree on considering all five picks, and press secretary Jen Psaki said the White House ""absolutely"" backs that strategy.

Biden has said he understands Americans' pain over inflation, but Grothman said he does not agree.

""If he understood, he wouldn't keep pushing for trillions of dollars in spending, and he wouldn't be nominating people to the Federal Reserve who don't, I think, get it,"" Grothman said.

He added, the M2 monetary supply is growing faster than it did in the 1970s.

""For people like me who remember the '70s, it's just one of the many ways the future of America has been put at risk by Joe Biden,"" Grothman concluded.

Note: See Newsmax TV now carried in more than 100 million U.S. homes, on DirecTV Ch. 349, Dish Network Ch. 216, Xfinity Ch. 1115, Spectrum, U-verse Ch. 1220, FiOS Ch. 615, Frontier Ch. 115, Optimum Ch. 102, Cox cable, Suddenlink Ch. 102, Mediacom Ch. 277, AT&T TV Ch 349, FUBO and major OTT platforms like Roku, YouTube, Xumo, Pluto and most smart TV's including Samsung+, Sony, LG, Vizio and more – Find All Systems that Carry Newsmax – Click Here",Economy
newsmax,Economy,13533,newsmax,"Former President Donald Trump must answer questions under oath in the New York attorney general’s civil investigation into his business practices, a state appeals court ruled Thursday, rejecting his argument that he be excused from testifying because his answers could be used in a parallel criminal probe.

A four-judge panel in the appellate division of the state’s trial court upheld Judge Arthur Engoron's Feb. 17 ruling, which enforced subpoenas requiring that Trump and his two eldest children — Ivanka and Donald Jr. — give deposition testimony in Attorney General Letitia James’ probe.

""The existence of a criminal investigation does not preclude civil discovery of related facts, at which a party may exercise the privilege against self-incrimination,"" the appellate panel wrote, citing the Fifth Amendment to the U.S. Constitution and other legal protections for witnesses.

Lawyers for the Trumps agreed in March that they would sit for depositions within 14 days of an appellate panel decision upholding Engoron’s ruling. They could also appeal the decision to the state’s highest court, the Court of Appeals, delaying the matter and the Trumps’ potential testimony indefinitely.

A message seeking comment was left with lawyers for the Trumps.

James lauded the ruling, which came just two weeks after the appellate panel heard oral arguments in the case. She tweeted that her investigation ""will continue undeterred because no one is above the law.""

""Once again, the courts have ruled that Donald Trump must comply with our lawful investigation into his financial dealings,"" James said in a written statement.

""We will continue to follow the facts of this case and ensure that no one can evade the law.""

James has said her investigation has uncovered evidence Trump’s company, the Trump Organization, used “fraudulent or misleading” valuations of assets like golf courses and skyscrapers to get loans and tax benefits. Ivanka and Donald Trump Jr. have both been executives in the Trump Organization and are among their father’s most trusted allies.

The appellate panel, in its ruling, described the investigation as focusing on whether the Trumps ""committed persistent fraud in their financial practices and disclosures.""

Trump, a Republican, denies the allegations and has said James' investigation in part of a politically motivated ""witch hunt.""

In appealing Engoron’s subpoena ruling, his lawyers argued that James, a Democrat, was engaging in ""selective prosecution."" The appellate panel rejected that, saying the investigation was on solid legal footing and that the Trumps showed no evidence they or their company were ""treated differently"" than other companies under similar scrutiny.

A lawyer for the Trumps, Alan Futerfas, told the appellate panel in oral arguments on May 11 that James appeared to be using civil subpoenas to get around a New York law that requires immunity for people testifying before a criminal grand jury.

Judith Vale, arguing on behalf of James’ office, countered there was ample evidence from the civil investigation to support subpoenas for the Trumps’ testimony.

She also cited legal precedent allowing the attorney general’s office to do so, and said the Trumps could always invoke their Fifth Amendment right against self-incrimination — as Trump’s son Eric did hundreds of times in a 2020 deposition.

Appellate Court Judge Rolando T. Acosta appeared to agree with that position, foreshadowing Thursday’s ruling as he questioned Futerfas from the bench.

Anything Trump says in a civil deposition in James’ investigation could be used against him in the criminal probe being overseen by Manhattan District Attorney Alvin Bragg.

Last summer, spurred by evidence uncovered by James' office, the DA's office charged the Trump Organization and its longtime finance chief, Allen Weisselberg, with tax fraud, alleging he collected more than $1.7 million in off-the-books compensation. Weisselberg and the company have pleaded not guilty.

Thursday's appellate court ruling was the latest in a flurry of legal activity involving Trump and the attorney general’s investigation in the last few weeks.

Last week, Trump paid $110,000 in fines and met several other conditions as he seeks to end a contempt of court order Engoron issued on April 25 after he was slow to respond to another subpoena from James seeking documents and other evidence.

On Monday, James’ office said it had subpoenaed Trump’s longtime executive assistant, Rhona Graff, and planned to question her under oath next week in the probe.

Meanwhile, a federal judge in New York is expected to rule soon in a lawsuit Trump filed against James in December in an attempt to shut down her investigation. Trump’s lawyers want an injunction to halt the probe. James' office is seeking to throw out the lawsuit.

At a May 13 hearing in the federal case, a lawyer for James’ office said it was ""nearing the end"" of the probe and that “there’s clearly been a substantial amount of evidence” to support a civil enforcement proceeding, although a final determination hasn't been made.

Since James' investigation is civil in nature, she could end up bringing a lawsuit and seeking financial penalties against Trump or his company, or even a ban on them being involved in certain types of businesses.

That's what happened in January when a judge barred ex-drug company CEO Martin Shkreli from the pharmaceutical industry for life.",Economy
newsmax,Economy,12138,newsmax,"Economist Art Laffer, an adviser to former President Ronald Reagan, told Newsmax on Wednesday that he ""doubts it very much"" that the U.S. will enter a recession by the end of 2022, but ""it could be really fast and oncoming.""

Laffer said on ""The Chris Salcedo Show"" that the Federal Reserve should raise interest rates to ""10, 11, 12%,"" but believes ""there's no chance the Fed will raise interest rates up to the levels they should be raised in order to stop this inflation.""

""My worry is much more, Chris: that we're going to have inflation, it's going to continue and it's going to get worse. That's really my fear,"" Laffer warned.

The economist also commented on the spike in oil and gasoline prices. He rejected the idea that Democrats are consciously seeking foreign energy dependence, attributing the war on fossil fuels instead to the left's green energy agenda.

""I think they're just hating oil. They hate fossil fuels and total coal, oil, any of these things they hate. And what they're trying to do happens to fall into the bailiwick of [Russian President Vladimir] Putin and Russian production of oil and energy,"" Laffer said.

""This does fit very much into the Russian agenda, but I don't think there's any conspiracy here between American clean energy ... policies and the Russian attempt to get higher oil prices,"" he added.

Laffer aired his belief that ""people deserve the government's they get"" when discussing the Biden administration's policies amid skyrocketing inflation, saying, ""The one way Americans can protect themselves, and it's one simple way, is vote these guys out in November.""

""Vote the whole lot out. The Democrats in the House and in the Senate have been unanimous in their support of anti-energy production policies here in the U.S.,"" he added.

""So, if they don't do that ... you're going to get a lot worse now. Oil prices get up. Gas prices get up to $8, $9, $10 a gallon. You're going to have real problems across the whole U.S. structure, and it will lead to something very much like a recession.""

Note: See Newsmax TV now carried in more than 100 million U.S. homes, on DirecTV Ch. 349, Dish Network Ch. 216, Xfinity Ch. 1115, Spectrum, U-verse Ch. 1220, FiOS Ch. 615, Frontier Ch. 115, Optimum Ch. 102, Cox cable, Suddenlink Ch. 102, Mediacom Ch. 277, AT&T TV Ch 349, FUBO and major OTT platforms like Roku, YouTube, Xumo, Pluto and most smart TV’s including Samsung+, Sony, LG, Vizio and more – Find All Systems that Carry Newsmax – Click Here",Economy
newsmax,Economy,14531,newsmax,"More than 5 million barrels of oil that were part of a historic U.S. emergency oil reserves release aimed at lowering domestic fuel prices were exported to Europe and Asia last month, according to data and sources, even as U.S. gasoline and diesel prices touched record highs.

The export of crude and fuel is blunting the impact of the moves by President Joe Biden designed to lower record pump prices. Biden on Saturday renewed a call for gasoline suppliers to cut their prices, drawing criticism from Amazon founder Jeff Bezos.

About 1 million barrels per day is being released from the Strategic Petroleum Reserve (SPR) through October. The flow is draining the SPR, which last month fell to the lowest since 1986. U.S. crude futures are above $105 per barrel and gasoline and diesel prices above $5 a gallon in one-fifth of the nation. U.S. officials have said oil prices could be higher if the SPR had not been tapped.

The fourth-largest U.S. oil refiner, Phillips 66, shipped about 470,000 barrels of sour crude from the Big Hill SPR storage site in Texas to Trieste, Italy, according to U.S. Customs data. Trieste is home to a pipeline that sends oil to refineries in central Europe.

Atlantic Trading & Marketing (ATMI), an arm of French oil major TotalEnergies, exported 2 cargoes of 560,000 barrels each, the data showed.

Phillips 66 declined to comment on trading activity. ATMI did not respond to a request for comment.

Cargoes of SPR crude were also headed to the Netherlands and to a Reliance refinery in India, an industry source said. A third cargo headed to China, another source said.

At least one cargo of crude from the West Hackberry SPR site in Louisiana was set to be exported in July, a shipping source added.

""Crude and fuel prices would likely be higher if [the SPR releases] hadn't happened, but at the same time, it isn't really having the effect that was assumed,"" said Matt Smith, lead oil analyst at Kpler.

The latest exports follow three vessels that carried SPR crude to Europe in April helping replace Russian crude supplies.

U.S. crude inventories are the lowest since 2004 as refineries run near peak levels. Refineries in the U.S. Gulf coast were at 97.9% utilization, the most in three and a half years.",Economy
newsmax,Election,16032,newsmax,"The Justice Department raided not only the home of a former president, but also the ""hopes and dreams"" of America-loving citizens, according to former President Donald Trump in his first Save America rally since the raid.

""It was not just my home that was raided last month — it was the hopes and dreams of every citizen who I have been fighting for since the moment I came down the golden escalator in 2015, wanting to represent the people, wanting to stop the massive corruption in this country,"" Trump told the Wilkes-Barre, Pennsylvania rally, which aired lived on Newsmax.

""The radical Democrats are engaging in a desperate attempt to keep me from returning to the White House, where they know I will clean this mess up again,"" Trump added. ""They want to stop us from completing our mission to bring back American values.""

Trump noted the raid was conducted ""on a phony pretext"" in order to deflect from Biden's struggles and the impending midterm elections.

""The Biden administration invaded the home of their chief political opponent, who is absolutely destroying him and everyone else in the polls — I hate to say it — even including the Republicans, but we love the Republicans,"" Trump said, noting the raid began only after ""getting permission from a highly political magistrate, who they handpicked late in the evening, just days before the break in and trampled upon my rights and civil liberties.""

Even the room of Trump's son Barron, 16, was subjected to an invasive search, Trump said for the first time.

""They rifled through the first lady's closet drawers and everything else, and even did a deep and ugly search of the room of my 16-year-old son, leaving everything they touched in far different conditions than it was when they started,"" Trump said. ""Can you believe it?

""The FBI and the Justice Department have become vicious monsters, controlled by radical-left scoundrels, lawyers, and the media who tell them what to do.""

Trump claimed it is a weaponization of the Justice Department in order to meddle in the political process and the midterm elections.

""They're trying to silence me, and more importantly, they are trying to silence you, but we will not be silenced, right?"" Trump said. ""We will never stop speaking the truth.

""We have no choice, because we're not going to have a country left. The evil and malice of this demented persecution of you and me should be obvious to all and it is. Even media companies that are pretty far left have come out and said, 'We can't believe this is happening in the USA.'""

The politicization of justice under Biden is a ""disgrace,"" Trump said, ripping the leak of a photo of seized documents on the floor at Mar-a-Lago.

""They talk about documents not being properly stored; yet, they go in and take documents, dumped them on the floor, stage a photo shoot, and pretend that I had done it — like I had put them all over the floor,"" Trump said. ""They took that back after a lot of prodding.

""Then they put out for public consumption a picture, which is seen all over the world. This is what they do. It's called disinformation. These are very dishonest, sick people. Very dishonest people. Americans are sick of the lies, sick of the hoaxes, and scams, and above all, sick of the hypocrisy.""

This is all going to backfire in the midterm elections, Trump predicted.

""But our opponents have badly miscalculated,"" he said. ""This egregious abuse of the law is going to produce a backlash the likes of which nobody has ever seen.

""They think they can divide us, but they can't divide us. The MAGA movement is the greatest in the history of our country, in the history of the world.""

Trump encouraged loyal supporters to stick with him amid the relentless political ""persecution.""

""I will never turn my back on you, and you will never turn your back on me because we love our nation, and we will save our nation from people who are trying to destroy it,"" Trump said.

""These are bad people. They're trying to destroy our country, and we can't let it go on any longer because we have too much work to do.""

NEWSMAX is the fastest-growing cable news channel in America!
• Find in over 100 million U.S. homes via cable/streaming – More Info Here
• Watch online – See It Here
• Download the FREE App on Your Smartphone to Watch Now!",Election
newsmax,Election,10525,newsmax,"Rep. Chip Roy, R-Texas, tore into Alabama Crimson Tide coach Nick Saban and basketball executive Jerry West during a congressional hearing on Thursday for advocating Democratic voting legislation, Breitbart reported.

Earlier in the week, Saban, West, and three other prominent sports figures wrote a letter to Sen. Joe Manchin, D-W.Va., pressuring him to support theff John Lewis Voting Rights Advancement Act and Freedom Vote Act.

The bills seek to broaden what constitutes voter identification, make Election Day a federal holiday, and restrict southern states’ ability to change election laws, according to NPR.

Roy cited the letter they sent to Manchin during the House Committee on Oversight and Reform hearing and questioned whether the five sports figures actually read the bills, per Breitbart.

""No doubt these famed election law experts spent the weekend reading the federal legislation, which they were lobbying,"" the congressman said sarcastically. ""Cause I mean, I got the 700-page bill at 11:30 last Thursday night before voting on it on Friday…I assume they read it thoroughly over the weekend. As my staff stayed up in the middle of the night doing to actually see what was in the bill.""

The Texas congressman also highlighted the regional bias of the Democrat voting legislation, specifically in targeting the post-Civil Rights American South.

""You don’t hear them complaining about Delaware,"" Roy said. :You don’t see the Biden administration bringing Delaware to court. You don’t see the Biden/Garland Department of Justice suing Maryland. … Why are they doing this? Because they have to claim voting rights were being violated to try to save themselves politically.""

""The purpose [of the bills] is to delegitimize elections ahead of the game and to unintentionally divide the country,"" he added. The Democrats have ""spent four years on Russian collusion. Now they’re setting up the narrative for 2022, to use race-baiting to create a toxic environment of distrust to delegitimize a possible GOP majority.""",Election
newsmax,Election,13916,newsmax,"Rep. Rodney Davis, R-Ill., told Newsmax on Friday that House Speaker Nancy Pelosi, D-Calif., rejected recommendations from Republicans when establishing the Jan. 6, 2021, Capitol riot select committee because she ''wanted one narrative.''

''This select committee I voted against creating because I knew it would turn into a partisan circus if Speaker Pelosi did what she did,'' Davis said on ''Spicer & Co.''

''She didn't seat us, didn't seat two members of the committee, which is unprecedented. And that is something that has never happened in the history of the House,'' he added.

Davis, ranking member of the House Administration Committee, was one of five original selections by House Minority Leader Kevin McCarthy, R-Calif., to be placed on the Jan. 6 panel, CNN reported.

At the time, he was set to join Republican Reps. Jim Banks (Ind.), Jim Jordan (Ohio), Troy Nehls (Texas) and Kelly Armstrong (N.D.). McCarthy, however, pulled all five of his selections in protest after Pelosi rejected the placement of Banks and Jordan.

The Illinois congressman said he wrote to Jan. 6 panel head Bennie Thompson, D-Miss., to preserve all documents related to the event because Republicans ''absolutely'' plan to launch a counter-invasion if they take back the House in November.

''We've uncovered evidence that the select committee has spent more of taxpayer dollars than even our Veterans' Affairs Committee has this year. These are expenses that need to be looked into,'' Davis wrote.

''We've also uncovered evidence that the select committee has broken house rules,'' he continued. ''These broken House rules include hiring consultants like the ABC consultant. That is against House rules and should result in a House ethics charge if proven correctly.''

Davis, who has represented Illinois' 13th Congressional District since 2013, is seeking a sixth House term in the state's newly drawn 15th District. He faces incumbent Rep. Mary Miller in the June 28 GOP primary.

NEWSMAX is the fastest-growing cable news channel in America!
• Find in over 100 million U.S. homes via cable/streaming – More Info Here
• Watch online – See It Here
• Download the FREE App on Your Smartphone to Watch Now!",Election
newsmax,Election,14593,newsmax,"Japan — and most of the world — were shaken by the news Friday morning that an assassin’s bullet had taken the life of Shinzo Abe, Japan's longest-serving prime minister and a still-towering figure in the ruling Liberal Democratic Party.

TV films show Abe, 68, shot twice in the back while delivering a political speech in Nara, Japan. In a country with some of the strictest gun control laws in the world, the suspect apparently killed Abe with what police described as a ""handmade gun.""

For many Japanese, images were evoked of the last political assassination in their country that is etched in its history — on Oct. 12, 1960, on live television.

Inejiro Asanuma, leader of the Japan Socialist Party, was participating in a debate with two other party leaders at the Hibiya Public Hall. The debate was carried live by the national broadcaster NHK and was watched in studio by a crowd of 2,500.

Asanuma was one of Japan's most charismatic politicians, and easily one of the most controversial. He had visited Communist China, called for an alliance between Beijing and Tokyo, and was a leader in the opposition to the U.S.-Japan Security Treaty known as ANPO (and which was strongly pushed by Prime Minister Nobosuke Kishi, grandfather of Shinzo Abe; Kishi once admonished his 5-year-old grandson for running through his home yelling ""Down with ANPO!"" which Abe had heard from protest marchers outside his grandson's residence).

Asanuma was a hated figure among the nationalist movement in Japan, which called for an end to its post-war constitution and a restoration of emperor worship. One who particularly hated the socialist leader was Otoya Yamaguchi, 17, son of an officer in the Japan Self-Defense Forces and so radicalized that he had been arrested 10 times in protests against ANPO.

As Asanuma spoke in the debate with Liberal Democratic Prime Minister Hayato Ikeda (who succeeded to the office when Kishi’s government fell earlier that year) and Democratic Socialist Leader Suheiro Nishio, Yamaguchi suddenly sprang from the audience. He drew a short samurai sword and twice plunged it in Asanuma.

As startled Japanese viewers remained glued to their television sets, Yamaguchi attempted to take his own life with the sword, but a crowd had quickly swarmed and overpowered him.

He was later charged with murder and imprisoned. On Nov. 2, after writing ""Would I had 7 lives to give for my country"" on his prison cell wall in toothpaste, the teenaged assassin hanged himself with his bedsheets.

Asanuma, 61, died from internal bleeding minutes after he arrived at a nearby hospital. In the coming general election, Prime Minister Ikeda was widely criticized for not providing necessary security for his opponent. But after a stirring eulogy of Asanuma in the Diet (Parliament) that moved many to tears, Ikeda led the LDP Party to a big win.

Even those born long after this tragic scene know exactly what it is and many can describe it in detail. Press photographer Yashushi Nagao’s photographic capturing the stabbing won the Pulitzer Prize.

The assassination inspired a best-selling novel as well as imitators — young nationalists attempting to take the lives of other politicians with which they disagreed. At a time when assassinations were rare in the world and television was in its infancy, the film of the knife attack is something that shook a nation and a world that would see it in movie newsreels a week later.

The killing of Asanuma had a major impact on Japan for generations. It is very likely the killing of Abe will do the same.

John Gizzi is chief political columnist and White House correspondent for Newsmax. For more of his reports, Go Here Now.",Election
newsmax,Election,13377,newsmax,"Dr. Kelli Ward, chair of the Arizona Republican Party, told Newsmax Thursday that Republicans are gaining ground with ""Blacks, Asians, and especially Hispanics"" as woke Democrats push ""detrimental economic policies and ... divisive social issues.""

""People — no matter what color their skin is — they understand that the Democrats are the party of crazy,"" Ward said during an appearance on ""The Chris Salcedo Show.""

The comments from Ward come the same day Quinnipiac released its latest poll showing President Joe Biden's approval among Hispanic Americans plummeting from 55% last year to 26%.

The drop makes Biden less popular with Hispanics than any other demographic, including white Americans, age group and gender.

Biden also saw a drop in support among Black Americans, sitting at just over 63% in approval. In the 2020 presidential election, Biden won the group 87% to 12% over then-President Donald Trump, CNN exit polling data showed.

Ward said she believed a primary reason for the shift was because ""Democrats have gone way too far.""

""I think that's why people across the board are waking up and saying, 'We cannot have this radical, baby-killing machine that the Democrats want to create across our great country,'"" the GOP chair said.

According to FiveThirtyEight, Republicans lead Democrats by 2.3% in an average of midterm party preference polls. That's a stark contrast to the last midterm election in 2018, where Democrats won the generic ballot by 8.4%, per RealClearPolitics.

NEWSMAX is the fastest-growing cable news channel in America!
• Find in over 100 million U.S. homes via cable/streaming – More Info Here
• Watch online – See It Here
• Download the FREE App on Your Smartphone to Watch Now!",Election
newsmax,Election,12349,newsmax,"One of the nation's biggest battleground states could be in line for a registration makeover.

According to Reuters, an updated data review reveals that Republicans in Pennsylvania are registering former Democrats at four times the rate of the reverse process (Republicans turning Democratic).

This substantive switch has become a ""warning sign for Democrats,"" as they fight to hold the congressional majority in the Keystone State.

The Reuters report adds more credence to speculation of the Republicans tipping the proverbial scales in the November midterm elections, perhaps reclaiming the national majority in the House and Senate chambers.

The data from the report also suggests the Pennsylvania GOP is on track for the ""highest conversion rate in at least a decade and well above 2016, when Republicans took the White House, House of Representatives, and Senate.""

According to Breitbart News, Democrats still maintain a registered voter advantage in Pennsylvania — 4 million Democrats to 3.4 million Republicans (as of March 28). It represents, however, the Democrats' smallest lead in the state since 2005.

Along those lines, Florida and Nevada are posting similarly fruitful registration rates among new Republicans, coinciding with the Democrats' decline in the two states.

The Congressional Leadership Fund, the House Republican-aligned group that supports its members and policies, has been quick to trumpet the uptick in registration rolls with the GOP in Pennsylvania. This affiliation surge might leave formerly entrenched Democrats, such as Rep. Susan Wild, D-Pa., vulnerable come November.

""Voters are looking elsewhere for leadership because Susan Wild's and Democrats' toxic agenda has made life more difficult than ever for Pennsylvania families,"" said CLF press secretary Cally Perkins.

Citing Ballotpedia, the last two presidential elections in Pennsylvania were decided by less than 2 percentage points.

In 2020, Democrat Joe Biden topped Republican Donald Trump by a margin of 1.2 percentage point. Four years earlier, Trump best Democratic challenger Hillary Clinton by a 0.7 percentage-point margin.

This year's U.S. Senate race in Pennsylvania could produce a number of twists and turns, now that incumbent Sen. Pat Toomey, R-Pa., has opted not to run for reelection.

On the GOP side, a Real Clear Politics poll has David McCormick leading TV star Mehmet Oz in four of five primary tracking polls.
• Sources Say Pro-Impeachment Rep. Upton Chose to Quit Rather Than Lose",Election
